1.0,0.75,0.5,0.4,0.3,0.2
1,9,12,11,9,8
0,0,0,0,0,0
1,3,17,14,11,10
1,1,20,13,12,11
1,16,13,10,10,8
1,8,13,12,10,9
1,3,18,13,12,11
1,9,13,11,10,9
1,44,14,11,11,10
1,54,15,12,10,10
1,14,15,11,10,9
1,13,15,11,10,10
1,4,13,12,10,9
1,4,17,14,12,12
2,18,14,13,10,9
2,36,12,11,9,9
1,1,17,14,12,10
2,10,12,11,9,8
1,36,12,9,8,8
1,2,16,13,10,9
1,30,13,10,9,9
1,4,14,12,10,9
1,11,13,12,10,10
1,32,11,11,9,9
1,33,14,11,10,9
1,18,14,12,10,10
1,2,16,13,11,11
1,32,14,12,11,9
1,4,15,15,11,9
1,22,11,11,9,9
1,46,13,12,10,10
1,6,12,11,9,9
1,20,13,10,9,8
1,1,16,13,11,11
1,5,13,11,10,10
1,10,15,13,11,10
1,54,14,11,9,9
1,19,14,13,10,10
3,29,11,11,9,8
1,13,13,11,9,9
1,8,14,12,10,9
1,9,13,11,10,10
1,5,13,12,10,9
1,13,13,12,11,11
1,40,13,13,10,10
1,21,15,11,10,9
1,2,16,13,10,10
2,39,14,12,10,10
1,31,13,11,9,8
1,8,12,10,9,9
1,32,14,12,10,10
1,35,12,11,10,10
1,4,13,11,10,9
1,41,14,10,10,9
1,26,13,11,10,10
1,7,13,11,10,8
1,5,15,12,11,9
1,15,14,13,11,11
1,1,1,1,1,1
1,9,15,11,10,9
1,14,13,12,11,9
1,3,13,12,10,9
1,3,13,12,9,9
1,8,13,12,9,9
1,3,14,12,10,9
1,36,14,11,9,9
1,41,12,10,10,10
1,16,14,13,9,9
1,1,17,14,11,10
1,5,16,13,11,11
1,24,12,11,10,10
1,31,12,11,9,9
1,33,13,11,10,9
1,3,14,13,9,9
1,3,16,14,10,9
1,32,16,12,10,9
1,1,15,14,12,11
1,9,15,13,10,10
1,11,14,13,11,10
1,8,14,11,10,9
1,20,14,14,11,11
1,3,14,12,10,10
1,3,13,12,10,9
1,11,12,9,9,9
1,9,14,12,9,9
1,33,13,12,10,10
1,38,13,12,10,10
2,31,12,12,9,8
1,10,12,12,9,9
1,29,13,9,9,8
1,6,14,13,11,10
1,14,12,12,9,9
1,18,13,11,10,10
1,10,13,10,9,9
1,7,14,13,10,9
1,9,14,12,11,9
1,18,15,11,11,10
1,15,14,14,9,9
1,3,14,12,10,10
1,11,14,11,10,10
1,5,14,12,10,9
1,9,13,11,10,9
1,9,13,12,10,9
1,16,12,11,9,9
1,5,15,13,10,10
1,5,13,12,11,10
1,13,15,12,9,9
1,4,14,13,9,9
1,9,16,13,11,9
1,7,14,12,10,9
1,26,14,11,11,9
1,6,15,12,10,9
1,38,15,12,9,8
1,5,14,13,9,9
