resistance,metric,max_level,avg_level
0.2,10000.0,1.0,0.3000208800000005
0.3,10000.0,1.0,0.3000208800000005
0.4,10000.0,1.0,0.3000208800000005
0.5,8729.0254,3.4266,0.9093500400000003
0.6,6999.7912,1.0,0.3000208800000005
0.7,6999.7912,1.0,0.3000208800000005
0.8,6999.7912,1.0,0.3000208800000005
