,realization,node,resistance,metric,max_level,avg_level
0,0,506,0.2,1000,1,0.303
1,0,506,0.3,1000,1,0.303
2,0,506,0.4,1000,1,0.303
3,0,506,0.5,1000,3,0.572
4,0,506,0.6,697,1,0.303
5,0,506,0.7,697,1,0.303
6,0,506,0.8,697,1,0.303
7,0,792,0.2,1000,1,0.304
8,0,792,0.3,1000,1,0.304
9,0,792,0.4,1000,1,0.304
10,0,792,0.5,1000,3,0.594
11,0,792,0.6,696,1,0.304
12,0,792,0.7,696,1,0.304
13,0,792,0.8,696,1,0.304
14,0,146,0.2,1000,1,0.286
15,0,146,0.3,1000,1,0.286
16,0,146,0.4,1000,1,0.286
17,0,146,0.5,1000,2,0.436
18,0,146,0.6,714,1,0.286
19,0,146,0.7,714,1,0.286
20,0,146,0.8,714,1,0.286
21,0,591,0.2,1000,1,0.309
22,0,591,0.3,1000,1,0.309
23,0,591,0.4,1000,1,0.309
24,0,591,0.5,1000,3,0.697
25,0,591,0.6,691,1,0.309
26,0,591,0.7,691,1,0.309
27,0,591,0.8,691,1,0.309
28,0,720,0.2,1000,1,0.304
29,0,720,0.3,1000,1,0.304
30,0,720,0.4,1000,1,0.304
31,0,720,0.5,1000,3,0.573
32,0,720,0.6,696,1,0.304
33,0,720,0.7,696,1,0.304
34,0,720,0.8,696,1,0.304
35,0,591,0.2,1000,1,0.309
36,0,591,0.3,1000,1,0.309
37,0,591,0.4,1000,1,0.309
38,0,591,0.5,1000,3,0.697
39,0,591,0.6,691,1,0.309
40,0,591,0.7,691,1,0.309
41,0,591,0.8,691,1,0.309
42,0,658,0.2,1000,1,0.315
43,0,658,0.3,1000,1,0.315
44,0,658,0.4,1000,1,0.315
45,0,658,0.5,1000,4,0.906
46,0,658,0.6,685,1,0.315
47,0,658,0.7,685,1,0.315
48,0,658,0.8,685,1,0.315
49,0,753,0.2,1000,1,0.302
50,0,753,0.3,1000,1,0.302
51,0,753,0.4,1000,1,0.302
52,0,753,0.5,1000,3,0.561
53,0,753,0.6,698,1,0.302
54,0,753,0.7,698,1,0.302
55,0,753,0.8,698,1,0.302
56,0,331,0.2,1000,1,0.286
57,0,331,0.3,1000,1,0.286
58,0,331,0.4,1000,1,0.286
59,0,331,0.5,1000,2,0.414
60,0,331,0.6,714,1,0.286
61,0,331,0.7,714,1,0.286
62,0,331,0.8,714,1,0.286
63,0,493,0.2,1000,1,0.263
64,0,493,0.3,1000,1,0.263
65,0,493,0.4,1000,1,0.263
66,0,493,0.5,1000,2,0.295
67,0,493,0.6,737,1,0.263
68,0,493,0.7,737,1,0.263
69,0,493,0.8,737,1,0.263
70,0,39,0.2,1000,1,0.28
71,0,39,0.3,1000,1,0.28
72,0,39,0.4,1000,1,0.28
73,0,39,0.5,1000,2,0.378
74,0,39,0.6,720,1,0.28
75,0,39,0.7,720,1,0.28
76,0,39,0.8,720,1,0.28
77,0,477,0.2,1000,1,0.31
78,0,477,0.3,1000,1,0.31
79,0,477,0.4,1000,1,0.31
80,0,477,0.5,1000,3,0.729
81,0,477,0.6,690,1,0.31
82,0,477,0.7,690,1,0.31
83,0,477,0.8,690,1,0.31
84,0,113,0.2,1000,1,0.305
85,0,113,0.3,1000,1,0.305
86,0,113,0.4,1000,1,0.305
87,0,113,0.5,1000,3,0.644
88,0,113,0.6,695,1,0.305
89,0,113,0.7,695,1,0.305
90,0,113,0.8,695,1,0.305
91,0,540,0.2,1000,1,0.309
92,0,540,0.3,1000,1,0.309
