resistance,metric,max_level,avg_level
0.25,206.08266,1.0,0.9583554839999994
0.5,206.08266,1.0,0.9583554839999994
0.75,206.08266,1.0,0.9583554839999994
1.0,206.08266,1.0,0.9583554839999994
