resistance,metric,max_level,avg_level
0.2,5000.0,1.0,0.29999574000002877
0.3,5000.0,1.0,0.29999574000002877
0.4,5000.0,1.0,0.29999574000002877
0.5,4732.39446,3.292,0.833710616000006
0.6,3500.0213,1.0,0.29999574000002877
0.7,3500.0213,1.0,0.29999574000002877
0.8,3500.0213,1.0,0.29999574000002877
