resistance,metric,max_level,avg_level
0.25,1.10072,0.0093,-0.9994397399999655
0.5,1.10072,0.0093,-0.9994397399999655
0.75,1.10072,0.0093,-0.9994397399999655
1.0,1.10072,0.0093,-0.9994397399999655
