resistance,metric,max_level,avg_level
0.25,1.50118,0.17972,-0.999749537500624
0.5,1.50118,0.17972,-0.999749537500624
0.75,1.50118,0.17972,-0.999749537500624
1.0,1.50118,0.17972,-0.999749537500624
