,realization,node,resistance,metric,max_level,avg_level
0,0,4047,0.25,5000,1,0.196
1,0,4047,0.5,5000,1,0.196
2,0,4047,0.75,4020,1,0.196
3,0,4047,1.0,4020,1,0.196
4,0,3914,0.25,5000,1,0.201
5,0,3914,0.5,5000,1,0.201
6,0,3914,0.75,3995,1,0.201
7,0,3914,1.0,3995,1,0.201
8,0,4830,0.25,5000,1,0.1966
9,0,4830,0.5,5000,1,0.1966
10,0,4830,0.75,4017,1,0.1966
11,0,4830,1.0,4017,1,0.1966
12,0,4469,0.25,5000,1,0.1936
13,0,4469,0.5,5000,1,0.1936
14,0,4469,0.75,4032,1,0.1936
15,0,4469,1.0,4032,1,0.1936
16,0,2150,0.25,5000,1,0.2086
17,0,2150,0.5,5000,1,0.2086
18,0,2150,0.75,3957,1,0.2086
19,0,2150,1.0,3957,1,0.2086
20,0,1067,0.25,5000,1,0.206
21,0,1067,0.5,5000,1,0.206
22,0,1067,0.75,3970,1,0.206
23,0,1067,1.0,3970,1,0.206
24,0,1705,0.25,5000,1,0.1978
25,0,1705,0.5,5000,1,0.1978
26,0,1705,0.75,4011,1,0.1978
27,0,1705,1.0,4011,1,0.1978
28,0,209,0.25,5000,1,0.2108
29,0,209,0.5,5000,1,0.2108
30,0,209,0.75,3946,1,0.2108
31,0,209,1.0,3946,1,0.2108
32,0,3090,0.25,5000,1,0.2014
33,0,3090,0.5,5000,1,0.2014
34,0,3090,0.75,3993,1,0.2014
35,0,3090,1.0,3993,1,0.2014
36,0,4324,0.25,5000,1,0.1998
37,0,4324,0.5,5000,1,0.1998
38,0,4324,0.75,4001,1,0.1998
39,0,4324,1.0,4001,1,0.1998
40,0,2546,0.25,5000,1,0.1872
41,0,2546,0.5,5000,1,0.1872
42,0,2546,0.75,4064,1,0.1872
43,0,2546,1.0,4064,1,0.1872
44,0,3327,0.25,5000,1,0.1984
45,0,3327,0.5,5000,1,0.1984
46,0,3327,0.75,4008,1,0.1984
47,0,3327,1.0,4008,1,0.1984
48,0,3818,0.25,5000,1,0.1986
49,0,3818,0.5,5000,1,0.1986
50,0,3818,0.75,4007,1,0.1986
51,0,3818,1.0,4007,1,0.1986
52,0,2638,0.25,5000,1,0.1976
53,0,2638,0.5,5000,1,0.1976
54,0,2638,0.75,4012,1,0.1976
55,0,2638,1.0,4012,1,0.1976
56,0,1920,0.25,5000,1,0.2092
57,0,1920,0.5,5000,1,0.2092
