resistance,node,metric,max_level,avg_level
0.25,6,1.0,0.0,-0.9998999999999989
0.25,7,1.04,0.0,-0.999895999999999
0.25,10,1.14,0.02,-0.9998819999999992
0.25,11,1.1,0.02,-0.9998859999999992
0.25,21,1.12,0.02,-0.9998839999999991
0.25,29,1.12,0.02,-0.9998839999999991
0.25,32,1.1,0.0,-0.9998899999999991
0.25,45,1.06,0.0,-0.9998939999999991
0.25,47,1.08,0.02,-0.999887999999999
0.25,65,1.14,0.0,-0.9998859999999979
0.25,78,1.1,0.02,-0.999881999999999
0.25,82,1.08,0.02,-0.999887999999998
0.25,94,1.1,0.0,-0.9998899999999991
0.25,104,1.06,0.02,-0.9998859999999989
0.25,107,1.02,0.0,-0.9998979999999988
0.25,128,1.08,0.0,-0.999891999999999
0.25,178,1.06,0.0,-0.9998939999999991
0.25,185,1.08,0.0,-0.9998919999999991
0.25,197,1.06,0.0,-0.9998939999999991
0.25,205,1.12,0.02,-0.9998839999999991
0.25,238,1.12,0.0,-0.9998879999999977
0.25,251,1.08,0.0,-0.999891999999999
0.25,265,1.1,0.02,-0.9998859999999989
0.25,270,1.04,0.0,-0.999895999999999
0.25,279,1.04,0.0,-0.9998959999999977
0.25,281,1.08,0.0,-0.9998919999999991
0.25,289,1.1,0.0,-0.9998899999999991
0.25,311,1.14,0.04,-0.999877999999999
0.25,324,1.18,0.0,-0.999881999999999
0.25,343,1.04,0.0,-0.999895999999999
0.25,344,1.18,0.04,-0.9998739999999993
0.25,369,1.1,0.0,-0.9998899999999991
0.25,371,1.08,0.0,-0.9998919999999991
0.25,403,1.04,0.02,-0.999891999999999
0.25,405,1.0,0.0,-0.9998999999999989
0.25,417,1.06,0.0,-0.9998939999999991
0.25,453,1.08,0.02,-0.999887999999999
0.25,456,1.14,0.02,-0.9998779999999993
0.25,504,1.04,0.0,-0.999895999999999
0.25,518,1.16,0.02,-0.9998799999999993
0.25,523,1.1,0.0,-0.9998899999999992
0.25,537,1.12,0.0,-0.999887999999999
0.25,538,1.08,0.0,-0.999891999999998
0.25,541,1.12,0.0,-0.999887999999999
0.25,542,1.04,0.0,-0.9998959999999991
0.25,544,1.12,0.0,-0.999887999999999
0.25,545,1.1,0.04,-0.999877999999999
0.25,556,1.04,0.0,-0.999895999999999
0.25,562,1.22,0.02,-0.999873999999999
0.25,566,1.12,0.0,-0.9998879999999991
0.25,576,1.14,0.0,-0.999885999999999
0.25,606,1.04,0.0,-0.999895999999999
0.25,614,1.14,0.02,-0.9998819999999989
0.25,617,1.12,0.0,-0.999887999999999
0.25,642,1.1,0.0,-0.9998899999999991
0.25,669,1.12,0.0,-0.9998879999999991
0.25,677,1.1,0.02,-0.9998859999999992
0.25,679,1.08,0.0,-0.999891999999999
0.25,689,1.08,0.0,-0.9998919999999991
