resistance,node,metric,max_level,avg_level
0.25,0,1.26,0.14,-0.9998459999999993
0.25,12,1.72,0.24,-0.9997639999999995
0.25,16,1.56,0.18,-0.9997919999999995
0.25,27,1.42,0.12,-0.9998339999999994
0.25,39,1.48,0.2,-0.9997919999999997
0.25,56,1.54,0.14,-0.9998019999999994
0.25,62,1.84,0.18,-0.9997759999999996
0.25,94,1.48,0.24,-0.9997879999999998
0.25,133,1.54,0.12,-0.9998139999999993
0.25,135,1.52,0.12,-0.9998119999999991
0.25,152,1.5,0.22,-0.9997859999999994
0.25,175,1.6,0.14,-0.9998079999999997
0.25,183,1.56,0.2,-0.9997919999999995
0.25,192,1.6,0.22,-0.9997919999999993
0.25,212,1.52,0.2,-0.9997999999999998
0.25,213,1.52,0.16,-0.9998079999999995
0.25,214,1.56,0.2,-0.9997879999999995
0.25,231,1.66,0.22,-0.9997539999999994
0.25,242,1.58,0.22,-0.9997779999999996
0.25,247,1.7,0.1,-0.9998019999999996
0.25,248,1.46,0.14,-0.9998059999999994
0.25,260,1.46,0.12,-0.9998099999999994
0.25,262,1.48,0.2,-0.9997919999999995
0.25,309,1.62,0.14,-0.9998019999999994
0.25,314,1.42,0.18,-0.9998219999999993
0.25,318,1.64,0.3,-0.9997679999999994
0.25,336,1.48,0.18,-0.9997919999999998
0.25,337,1.44,0.12,-0.9998239999999996
0.25,346,1.26,0.06,-0.9998499999999991
0.25,352,1.44,0.1,-0.9998239999999993
0.25,358,1.38,0.18,-0.9998099999999992
0.25,394,1.44,0.12,-0.9998279999999995
0.25,419,1.5,0.18,-0.9997939999999995
0.25,424,1.4,0.1,-0.9998359999999995
0.25,427,1.4,0.22,-0.9998119999999997
0.25,431,1.4,0.12,-0.9998359999999995
0.25,450,1.5,0.16,-0.9998059999999995
0.25,451,1.48,0.24,-0.9997919999999995
0.25,494,1.44,0.18,-0.9998039999999996
0.25,499,1.4,0.14,-0.9998279999999992
0.25,525,1.56,0.18,-0.9997959999999995
0.25,528,1.3,0.14,-0.9998179999999993
0.25,533,1.54,0.14,-0.9998059999999995
0.25,549,1.62,0.24,-0.9997819999999996
0.25,564,1.56,0.2,-0.9997959999999995
0.25,579,1.52,0.22,-0.9997879999999993
0.25,584,1.62,0.22,-0.9997779999999993
0.25,588,1.6,0.2,-0.9997719999999994
0.25,619,1.48,0.24,-0.9997879999999997
0.25,628,1.44,0.16,-0.9998119999999996
0.25,629,1.54,0.18,-0.9998019999999983
0.25,642,1.54,0.26,-0.9997579999999994
0.25,645,1.44,0.12,-0.9998319999999994
0.25,647,1.58,0.28,-0.9997539999999997
0.25,651,1.64,0.2,-0.9997799999999997
0.25,656,1.7,0.24,-0.9997539999999995
