resistance,node,metric,max_level,avg_level
0.25,5,1.14,0.02,-0.999881999999999
0.25,12,1.06,0.0,-0.999893999999999
0.25,16,1.08,0.02,-0.999887999999999
0.25,41,1.14,0.02,-0.9998819999999992
0.25,94,1.14,0.0,-0.999885999999999
0.25,95,1.1,0.0,-0.999889999999999
0.25,102,1.18,0.02,-0.9998779999999993
0.25,110,1.08,0.0,-0.999891999999999
0.25,111,1.1,0.02,-0.999885999999999
0.25,145,1.12,0.0,-0.9998879999999979
0.25,146,1.12,0.02,-0.9998839999999991
0.25,167,1.1,0.0,-0.9998899999999991
0.25,196,1.14,0.0,-0.999885999999999
0.25,208,1.12,0.0,-0.9998879999999991
0.25,220,1.02,0.0,-0.9998979999999991
0.25,241,1.02,0.0,-0.9998979999999988
0.25,247,1.12,0.04,-0.9998799999999991
0.25,254,1.14,0.0,-0.9998859999999979
0.25,266,1.08,0.02,-0.999887999999999
0.25,268,1.08,0.0,-0.999891999999999
0.25,269,1.06,0.0,-0.9998939999999991
0.25,270,1.04,0.0,-0.999895999999999
0.25,282,1.1,0.0,-0.9998899999999991
0.25,296,1.12,0.02,-0.9998839999999991
0.25,302,1.14,0.0,-0.999885999999999
0.25,323,1.16,0.02,-0.9998799999999991
0.25,346,1.12,0.0,-0.999887999999999
0.25,349,1.1,0.0,-0.9998899999999991
0.25,364,1.16,0.06,-0.9998719999999992
0.25,371,1.1,0.0,-0.9998899999999991
0.25,375,1.12,0.0,-0.9998879999999979
0.25,378,1.04,0.0,-0.9998959999999991
0.25,399,1.02,0.0,-0.9998979999999991
0.25,400,1.06,0.0,-0.9998939999999991
0.25,472,1.08,0.0,-0.999891999999999
0.25,482,1.04,0.0,-0.999895999999999
0.25,485,1.18,0.0,-0.999881999999999
0.25,489,1.12,0.0,-0.9998879999999992
0.25,493,1.18,0.0,-0.9998819999999978
0.25,498,1.0,0.0,-0.9998999999999989
0.25,500,1.12,0.0,-0.999887999999999
0.25,518,1.08,0.0,-0.999891999999999
0.25,530,1.14,0.0,-0.999885999999999
0.25,551,1.18,0.0,-0.9998819999999992
0.25,558,1.12,0.0,-0.9998879999999991
0.25,563,1.08,0.0,-0.999891999999999
0.25,565,1.08,0.02,-0.999887999999999
0.25,568,1.08,0.0,-0.9998919999999991
0.25,577,1.1,0.0,-0.9998899999999991
0.25,579,1.1,0.0,-0.9998899999999991
0.25,584,1.14,0.0,-0.9998859999999992
0.25,592,1.16,0.0,-0.999883999999999
0.25,624,1.1,0.02,-0.999885999999999
0.25,626,1.14,0.02,-0.9998819999999992
0.25,649,1.1,0.0,-0.9998899999999992
0.25,653,1.08,0.0,-0.999891999999999
0.25,655,1.06,0.0,-0.999893999999999
0.25,672,1.04,0.0,-0.999895999999999
0.25,676,1.1,0.0,-0.9998899999999991
0.25,688,1.14,0.0,-0.999885999999999
0.25,697,1.14,0.0,-0.999885999999998
0.25,699,1.12,0.0,-0.999887999999999
0.25,708,1.12,0.02,-0.999883999999999
0.25,709,1.1,0.02,-0.999885999999999
0.25,711,1.1,0.02,-0.999881999999999
