resistance,metric,max_level,avg_level
0.25,1.10086,0.00884,-0.99944026999997
0.5,1.10086,0.00884,-0.99944026999997
0.75,1.10086,0.00884,-0.99944026999997
1.0,1.10086,0.00884,-0.99944026999997
