,realization,node,resistance,metric,max_level,avg_level
0,0,7956,0.25,981,1,0.9019
1,0,7956,0.5,981,1,0.9019
2,0,7956,0.75,981,1,0.9019
3,0,7956,1.0,981,1,0.9019
4,0,8531,0.25,1057,1,0.8943
5,0,8531,0.5,1057,1,0.8943
6,0,8531,0.75,1057,1,0.8943
7,0,8531,1.0,1057,1,0.8943
8,0,7793,0.25,949,1,0.9051
9,0,7793,0.5,949,1,0.9051
10,0,7793,0.75,949,1,0.9051
11,0,7793,1.0,949,1,0.9051
12,0,9780,0.25,1026,1,0.8974
13,0,9780,0.5,1026,1,0.8974
14,0,9780,0.75,1026,1,0.8974
15,0,9780,1.0,1026,1,0.8974
16,0,2385,0.25,1024,1,0.8976
17,0,2385,0.5,1024,1,0.8976
18,0,2385,0.75,1024,1,0.8976
19,0,2385,1.0,1024,1,0.8976
20,0,2751,0.25,971,1,0.9029
21,0,2751,0.5,971,1,0.9029
22,0,2751,0.75,971,1,0.9029
23,0,2751,1.0,971,1,0.9029
24,0,3879,0.25,997,1,0.9003
25,0,3879,0.5,997,1,0.9003
26,0,3879,0.75,997,1,0.9003
27,0,3879,1.0,997,1,0.9003
28,0,8230,0.25,1013,1,0.8987
29,0,8230,0.5,1013,1,0.8987
30,0,8230,0.75,1013,1,0.8987
31,0,8230,1.0,1013,1,0.8987
32,0,181,0.25,1018,1,0.8982
33,0,181,0.5,1018,1,0.8982
34,0,181,0.75,1018,1,0.8982
35,0,181,1.0,1018,1,0.8982
36,0,6305,0.25,990,1,0.901
37,0,6305,0.5,990,1,0.901
38,0,6305,0.75,990,1,0.901
39,0,6305,1.0,990,1,0.901
40,0,3348,0.25,963,1,0.9037
41,0,3348,0.5,963,1,0.9037
42,0,3348,0.75,963,1,0.9037
43,0,3348,1.0,963,1,0.9037
44,0,3770,0.25,1001,1,0.8999
45,0,3770,0.5,1001,1,0.8999
46,0,3770,0.75,1001,1,0.8999
47,0,3770,1.0,1001,1,0.8999
48,0,589,0.25,994,1,0.9006
49,0,589,0.5,994,1,0.9006
50,0,589,0.75,994,1,0.9006
51,0,589,1.0,994,1,0.9006
52,0,9449,0.25,1038,1,0.8962
53,0,9449,0.5,1038,1,0.8962
54,0,9449,0.75,1038,1,0.8962
55,0,9449,1.0,1038,1,0.8962
56,0,8809,0.25,1043,1,0.8957
57,0,8809,0.5,1043,1,0.8957
58,0,8809,0.75,1043,1,0.8957
59,0,8809,1.0,1043,1,0.8957
60,0,6257,0.25,1001,1,0.8999
61,0,6257,0.5,1001,1,0.8999
62,0,6257,0.75,1001,1,0.8999
63,0,6257,1.0,1001,1,0.8999
64,0,6996,0.25,1005,1,0.8995
65,0,6996,0.5,1005,1,0.8995
66,0,6996,0.75,1005,1,0.8995
67,0,6996,1.0,1005,1,0.8995
68,0,7537,0.25,994,1,0.9006
69,0,7537,0.5,994,1,0.9006
70,0,7537,0.75,994,1,0.9006
71,0,7537,1.0,994,1,0.9006
72,0,7402,0.25,1009,1,0.8991
73,0,7402,0.5,1009,1,0.8991
74,0,7402,0.75,1009,1,0.8991
75,0,7402,1.0,1009,1,0.8991
76,0,4752,0.25,1000,1,0.9
77,0,4752,0.5,1000,1,0.9
