resistance,metric,max_level,avg_level
0.25,37.4376,1.0,0.4526464000000031
0.5,37.4376,1.0,0.4526464000000031
0.75,37.4376,1.0,0.4526464000000031
1.0,37.4376,1.0,0.4526464000000031
