resistance,metric,max_level,avg_level
0.25,1.50244,0.18088,-0.9997486850006257
0.5,1.50244,0.18088,-0.9997486850006257
0.75,1.50244,0.18088,-0.9997486850006257
1.0,1.50244,0.18088,-0.9997486850006257
