resistance,metric,max_level,avg_level
0.25,1.0993,0.00906,-0.9997762199996855
0.5,1.0993,0.00906,-0.9997762199996855
0.75,1.0993,0.00906,-0.9997762199996855
1.0,1.0993,0.00906,-0.9997762199996855
