resistance,metric,max_level,avg_level
0.25,1.09988,0.00902,-0.9998881160005201
0.5,1.09988,0.00902,-0.9998881160005201
0.75,1.09988,0.00902,-0.9998881160005201
1.0,1.09988,0.00902,-0.9998881160005201
