resistance,metric,max_level,avg_level
0.25,1.09742,0.00834,-0.9997770999996781
0.5,1.09742,0.00834,-0.9997770999996781
0.75,1.09742,0.00834,-0.9997770999996781
1.0,1.09742,0.00834,-0.9997770999996781
