,realization,node,resistance,metric,max_level,avg_level
0,0,1651,0.25,5000,1,0.2938
1,0,1651,0.5,5000,2,0.5484
2,0,1651,0.75,3531,1,0.2938
3,0,1651,1.0,3531,1,0.2938
4,0,552,0.25,5000,1,0.3042
5,0,552,0.5,5000,7,2.0562
6,0,552,0.75,3479,1,0.3042
7,0,552,1.0,3479,1,0.3042
8,0,3670,0.25,5000,1,0.3014
9,0,3670,0.5,5000,4,0.8596
10,0,3670,0.75,3493,1,0.3014
11,0,3670,1.0,3493,1,0.3014
12,0,2225,0.25,5000,1,0.3
13,0,2225,0.5,5000,3,0.802
14,0,2225,0.75,3500,1,0.3
15,0,2225,1.0,3500,1,0.3
16,0,2517,0.25,5000,1,0.2974
17,0,2517,0.5,5000,3,0.6114
18,0,2517,0.75,3513,1,0.2974
19,0,2517,1.0,3513,1,0.2974
20,0,1529,0.25,5000,1,0.2976
21,0,1529,0.5,5000,3,0.601
22,0,1529,0.75,3512,1,0.2976
23,0,1529,1.0,3512,1,0.2976
24,0,1693,0.25,5000,1,0.3014
25,0,1693,0.5,5000,4,0.8714
26,0,1693,0.75,3493,1,0.3014
27,0,1693,1.0,3493,1,0.3014
28,0,3272,0.25,5000,1,0.2942
29,0,3272,0.5,5000,2,0.5456
30,0,3272,0.75,3529,1,0.2942
31,0,3272,1.0,3529,1,0.2942
32,0,794,0.25,5000,1,0.303
33,0,794,0.5,5000,4,1.0818
34,0,794,0.75,3485,1,0.303
35,0,794,1.0,3485,1,0.303
36,0,522,0.25,5000,1,0.291
37,0,522,0.5,5000,2,0.5098
38,0,522,0.75,3545,1,0.291
39,0,522,1.0,3545,1,0.291
40,0,1338,0.25,5000,1,0.2936
41,0,1338,0.5,5000,2,0.5438
42,0,1338,0.75,3532,1,0.2936
43,0,1338,1.0,3532,1,0.2936
44,0,2102,0.25,5000,1,0.2956
45,0,2102,0.5,5000,3,0.564
46,0,2102,0.75,3522,1,0.2956
47,0,2102,1.0,3522,1,0.2956
48,0,3421,0.25,5000,1,0.3048
49,0,3421,0.5,5000,5,1.367
50,0,3421,0.75,3476,1,0.3048
51,0,3421,1.0,3476,1,0.3048
52,0,2499,0.25,5000,1,0.306
53,0,2499,0.5,3479,3,0.9082
54,0,2499,0.75,3470,1,0.306
55,0,2499,1.0,3470,1,0.306
56,0,2953,0.25,5000,1,0.2956
57,0,2953,0.5,5000,3,0.561
58,0,2953,0.75,3522,1,0.2956
59,0,2953,1.0,3522,1,0.2956
60,0,3600,0.25,5000,1,0.3078
61,0,3600,0.5,3469,4,1.129
62,0,3600,0.75,3461,1,0.3078
63,0,3600,1.0,3461,1,0.3078
64,0,4395,0.25,5000,1,0.283
65,0,4395,0.5,5000,2,0.3882
66,0,4395,0.75,3585,1,0.283
67,0,4395,1.0,3585,1,0.283
68,0,2326,0.25,5000,1,0.2928
69,0,2326,0.5,5000,2,0.5292
70,0,2326,0.75,3536,1,0.2928
71,0,2326,1.0,3536,1,0.2928
72,0,903,0.25,5000,1,0.294
73,0,903,0.5,5000,2,0.5496
74,0,903,0.75,3530,1,0.294
75,0,903,1.0,3530,1,0.294
76,0,1363,0.25,5000,1,0.3032
77,0,1363,0.5,5000,5,1.4124
78,0,1363,0.75,3484,1,0.3032
79,0,1363,1.0,3484,1,0.3032
80,0,2334,0.25,5000,1,0.3046
81,0,2334,0.5,5000,7,2.0624
82,0,2334,0.75,3477,1,0.3046
83,0,2334,1.0,3477,1,0.3046
84,0,985,0.25,5000,1,0.2928
85,0,985,0.5,5000,2,0.532
86,0,985,0.75,3536,1,0.2928
87,0,985,1.0,3536,1,0.2928
88,0,388,0.25,5000,1,0.2996
89,0,388,0.5,5000,3,0.7714
90,0,388,0.75,3502,1,0.2996
91,0,388,1.0,3502,1,0.2996
92,0,4493,0.25,5000,1,0.3018
93,0,4493,0.5,5000,4,1.0142
94,0,4493,0.75,3491,1,0.3018
95,0,4493,1.0,3491,1,0.3018
96,0,4464,0.25,5000,1,0.304
97,0,4464,0.5,5000,5,1.2492
98,0,4464,0.75,3480,1,0.304
99,0,4464,1.0,3480,1,0.304
100,0,2244,0.25,5000,1,0.3104
101,0,2244,0.5,3449,2,0.522
102,0,2244,0.75,3448,1,0.3104
103,0,2244,1.0,3448,1,0.3104
104,0,102,0.25,5000,1,0.3006
105,0,102,0.5,5000,3,0.8452
106,0,102,0.75,3497,1,0.3006
107,0,102,1.0,3497,1,0.3006
108,0,1994,0.25,5000,1,0.3038
109,0,1994,0.5,5000,5,1.181
110,0,1994,0.75,3481,1,0.3038
111,0,1994,1.0,3481,1,0.3038
112,0,1129,0.25,5000,1,0.2986
113,0,1129,0.5,5000,3,0.7564
114,0,1129,0.75,3507,1,0.2986
115,0,1129,1.0,3507,1,0.2986
