resistance,metric,max_level,avg_level
0.25,1.10032,0.00928,-0.9998599750008277
0.5,1.10032,0.00928,-0.9998599750008277
0.75,1.10032,0.00928,-0.9998599750008277
1.0,1.10032,0.00928,-0.9998599750008277
