resistance,metric,max_level,avg_level
0.25,1.50388,0.18084,-0.9996657066676446
0.5,1.50388,0.18084,-0.9996657066676446
0.75,1.50388,0.18084,-0.9996657066676446
1.0,1.50388,0.18084,-0.9996657066676446
