resistance,node,metric,max_level,avg_level
0.25,1,184.58,1.0,0.9480474999999999
0.25,10,187.22,1.0,0.9491175000000003
0.25,25,185.4,1.0,0.9489450000000004
0.25,31,185.86,1.0,0.9484074999999996
0.25,35,185.12,1.0,0.9487150000000001
0.25,46,185.62,1.0,0.9488024999999998
0.25,58,184.48,1.0,0.9484200000000002
0.25,64,184.12,1.0,0.9477800000000002
0.25,73,182.38,1.0,0.9472574999999998
0.25,99,185.1,1.0,0.9478975
0.25,100,187.78,1.0,0.9496825000000001
0.25,108,187.58,1.0,0.9491475000000001
0.25,115,184.7,1.0,0.9485625
0.25,128,186.58,1.0,0.9489824999999996
0.25,133,184.5,1.0,0.9484625000000002
0.25,138,183.94,1.0,0.9478625000000003
0.25,167,183.14,1.0,0.9477125000000005
0.25,176,185.54,1.0,0.9492424999999999
0.25,180,189.06,1.0,0.9505275000000001
0.25,183,182.2,1.0,0.947425
0.25,187,186.8,1.0,0.9487999999999996
0.25,206,185.34,1.0,0.9493274999999999
0.25,211,184.4,1.0,0.9477850000000002
0.25,212,184.94,1.0,0.9494274999999999
0.25,215,190.04,1.0,0.9519449999999998
0.25,245,184.98,1.0,0.9483075
0.25,252,185.66,1.0,0.9481525000000001
0.25,258,184.74,1.0,0.9490225000000001
0.25,263,187.06,1.0,0.9495625000000001
0.25,264,183.44,1.0,0.9478800000000005
0.25,273,184.02,1.0,0.9479525000000002
0.25,275,186.32,1.0,0.94865
0.25,280,182.72,1.0,0.946955
0.25,281,182.88,1.0,0.9472100000000002
0.25,298,183.8,1.0,0.948035
0.25,300,188.12,1.0,0.9497099999999997
0.25,301,179.74,1.0,0.9456325
0.25,320,184.82,1.0,0.9494424999999996
0.25,337,184.9,1.0,0.9483825000000001
0.25,359,186.76,1.0,0.9495299999999997
0.25,363,183.66,1.0,0.9478724999999999
0.25,367,183.96,1.0,0.9476000000000002
0.25,372,181.62,1.0,0.9473275
0.25,375,185.56,1.0,0.9488149999999999
0.25,415,182.88,1.0,0.9464750000000002
0.25,425,185.72,1.0,0.9488749999999999
0.25,430,182.48,1.0,0.9470050000000004
0.25,441,183.8,1.0,0.94824
0.25,468,185.86,1.0,0.9485475000000001
0.25,498,183.72,1.0,0.9484999999999999
0.25,502,181.56,1.0,0.9472100000000002
0.25,507,184.66,1.0,0.9479925000000006
0.25,510,185.4,1.0,0.9489399999999998
0.25,523,183.04,1.0,0.9473499999999998
0.25,528,183.72,1.0,0.94816
