,realization,node,resistance,metric,max_level,avg_level
0,0,472,0.25,10000,1,0.3888
1,0,472,0.5,6112,1,0.3888
2,0,472,0.75,6112,1,0.3888
3,0,472,1.0,6112,1,0.3888
4,0,7725,0.25,10000,1,0.4002
5,0,7725,0.5,5998,1,0.4002
6,0,7725,0.75,5998,1,0.4002
7,0,7725,1.0,5998,1,0.4002
8,0,3422,0.25,10000,1,0.3964
9,0,3422,0.5,6036,1,0.3964
10,0,3422,0.75,6036,1,0.3964
11,0,3422,1.0,6036,1,0.3964
12,0,7871,0.25,10000,1,0.3993
13,0,7871,0.5,6007,1,0.3993
14,0,7871,0.75,6007,1,0.3993
15,0,7871,1.0,6007,1,0.3993
16,0,2811,0.25,10000,1,0.4012
17,0,2811,0.5,5988,1,0.4012
18,0,2811,0.75,5988,1,0.4012
19,0,2811,1.0,5988,1,0.4012
20,0,6886,0.25,10000,1,0.3956
21,0,6886,0.5,6044,1,0.3956
22,0,6886,0.75,6044,1,0.3956
23,0,6886,1.0,6044,1,0.3956
24,0,1583,0.25,10000,1,0.3841
25,0,1583,0.5,6159,1,0.3841
26,0,1583,0.75,6159,1,0.3841
27,0,1583,1.0,6159,1,0.3841
28,0,9473,0.25,10000,1,0.4024
29,0,9473,0.5,5976,1,0.4024
30,0,9473,0.75,5976,1,0.4024
31,0,9473,1.0,5976,1,0.4024
32,0,3833,0.25,10000,1,0.3926
33,0,3833,0.5,6074,1,0.3926
34,0,3833,0.75,6074,1,0.3926
35,0,3833,1.0,6074,1,0.3926
36,0,4445,0.25,10000,1,0.4027
37,0,4445,0.5,5973,1,0.4027
38,0,4445,0.75,5973,1,0.4027
39,0,4445,1.0,5973,1,0.4027
40,0,9968,0.25,10000,1,0.4112
41,0,9968,0.5,5888,1,0.4112
42,0,9968,0.75,5888,1,0.4112
43,0,9968,1.0,5888,1,0.4112
44,0,8752,0.25,10000,1,0.3948
45,0,8752,0.5,6052,1,0.3948
46,0,8752,0.75,6052,1,0.3948
47,0,8752,1.0,6052,1,0.3948
48,0,2728,0.25,10000,1,0.3988
49,0,2728,0.5,6012,1,0.3988
50,0,2728,0.75,6012,1,0.3988
51,0,2728,1.0,6012,1,0.3988
52,0,7116,0.25,10000,1,0.4025
53,0,7116,0.5,5975,1,0.4025
54,0,7116,0.75,5975,1,0.4025
55,0,7116,1.0,5975,1,0.4025
56,0,747,0.25,10000,1,0.4064
57,0,747,0.5,5936,1,0.4064
58,0,747,0.75,5936,1,0.4064
59,0,747,1.0,5936,1,0.4064
60,0,4444,0.25,10000,1,0.4078
61,0,4444,0.5,5922,1,0.4078
62,0,4444,0.75,5922,1,0.4078
63,0,4444,1.0,5922,1,0.4078
64,0,2211,0.25,10000,1,0.4025
65,0,2211,0.5,5975,1,0.4025
66,0,2211,0.75,5975,1,0.4025
67,0,2211,1.0,5975,1,0.4025
68,0,5352,0.25,10000,1,0.4052
69,0,5352,0.5,5948,1,0.4052
70,0,5352,0.75,5948,1,0.4052
71,0,5352,1.0,5948,1,0.4052
72,0,110,0.25,10000,1,0.4087
73,0,110,0.5,5913,1,0.4087
74,0,110,0.75,5913,1,0.4087
75,0,110,1.0,5913,1,0.4087
76,0,3904,0.25,10000,1,0.3999
77,0,3904,0.5,6001,1,0.3999
78,0,3904,0.75,6001,1,0.3999
79,0,3904,1.0,6001,1,0.3999
80,0,9878,0.25,10000,1,0.4006
81,0,9878,0.5,5994,1,0.4006
82,0,9878,0.75,5994,1,0.4006
83,0,9878,1.0,5994,1,0.4006
84,0,4029,0.25,10000,1,0.4021
85,0,4029,0.5,5979,1,0.4021
86,0,4029,0.75,5979,1,0.4021
87,0,4029,1.0,5979,1,0.4021
88,0,3368,0.25,10000,1,0.4109
89,0,3368,0.5,5891,1,0.4109
90,0,3368,0.75,5891,1,0.4109
91,0,3368,1.0,5891,1,0.4109
92,0,6212,0.25,10000,1,0.3963
93,0,6212,0.5,6037,1,0.3963
94,0,6212,0.75,6037,1,0.3963
95,0,6212,1.0,6037,1,0.3963
96,0,5124,0.25,10000,1,0.3973
97,0,5124,0.5,6027,1,0.3973
98,0,5124,0.75,6027,1,0.3973
99,0,5124,1.0,6027,1,0.3973
100,0,8791,0.25,10000,1,0.4025
101,0,8791,0.5,5975,1,0.4025
102,0,8791,0.75,5975,1,0.4025
103,0,8791,1.0,5975,1,0.4025
104,0,5619,0.25,10000,1,0.4098
105,0,5619,0.5,5902,1,0.4098
106,0,5619,0.75,5902,1,0.4098
107,0,5619,1.0,5902,1,0.4098
108,0,7626,0.25,10000,1,0.3984
109,0,7626,0.5,6016,1,0.3984
110,0,7626,0.75,6016,1,0.3984
111,0,7626,1.0,6016,1,0.3984
112,0,9418,0.25,10000,1,0.4006
113,0,9418,0.5,5994,1,0.4006
114,0,9418,0.75,5994,1,0.4006
115,0,9418,1.0,5994,1,0.4006
116,0,3870,0.25,10000,1,0.3944
117,0,3870,0.5,6056,1,0.3944
118,0,3870,0.75,6056,1,0.3944
119,0,3870,1.0,6056,1,0.3944
120,0,846,0.25,10000,1,0.4021
121,0,846,0.5,5979,1,0.4021
122,0,846,0.75,5979,1,0.4021
123,0,846,1.0,5979,1,0.4021
124,0,8492,0.25,10000,1,0.4068
125,0,8492,0.5,5932,1,0.4068
126,0,8492,0.75,5932,1,0.4068
127,0,8492,1.0,5932,1,0.4068
128,0,2338,0.25,10000,1,0.3989
129,0,2338,0.5,6011,1,0.3989
130,0,2338,0.75,6011,1,0.3989
