resistance,node,metric,max_level,avg_level
0.25,1,1.12,0.0,-0.9998755555555561
0.25,4,1.1,0.02,-0.9998733333333338
0.25,6,1.08,0.0,-0.9998800000000009
0.25,11,1.1,0.0,-0.9998777777777783
0.25,23,1.2,0.02,-0.999862222222223
0.25,39,1.1,0.02,-0.999873333333334
0.25,40,1.18,0.0,-0.9998688888888893
0.25,50,1.06,0.0,-0.9998822222222229
0.25,56,1.12,0.04,-0.9998622222222228
0.25,61,1.1,0.0,-0.9998777777777782
0.25,65,1.16,0.0,-0.9998711111111117
0.25,72,1.08,0.0,-0.9998800000000005
0.25,92,1.12,0.04,-0.9998666666666672
0.25,93,1.04,0.0,-0.999884444444445
0.25,115,1.06,0.02,-0.9998777777777783
0.25,120,1.18,0.0,-0.9998688888888894
0.25,122,1.08,0.02,-0.9998755555555562
0.25,148,1.18,0.04,-0.9998600000000004
0.25,192,1.16,0.0,-0.9998711111111117
0.25,196,1.08,0.02,-0.9998755555555562
0.25,198,1.12,0.02,-0.9998711111111116
0.25,200,1.12,0.0,-0.9998755555555562
0.25,229,1.14,0.0,-0.999873333333334
0.25,233,1.14,0.02,-0.9998688888888894
0.25,236,1.14,0.02,-0.9998688888888893
0.25,278,1.08,0.02,-0.9998755555555561
0.25,282,1.08,0.0,-0.9998800000000004
0.25,297,1.1,0.0,-0.9998777777777782
0.25,307,1.14,0.04,-0.9998644444444441
0.25,314,1.04,0.0,-0.999884444444445
0.25,317,1.12,0.0,-0.9998755555555562
0.25,349,1.1,0.02,-0.9998733333333338
0.25,358,1.12,0.0,-0.9998755555555561
0.25,366,1.18,0.06,-0.999855555555556
0.25,368,1.16,0.02,-0.9998666666666672
0.25,380,1.12,0.0,-0.9998755555555562
0.25,418,1.12,0.04,-0.9998666666666671
0.25,445,1.1,0.0,-0.9998777777777783
0.25,464,1.1,0.0,-0.9998777777777783
0.25,490,1.04,0.02,-0.9998755555555562
0.25,519,1.14,0.0,-0.9998733333333338
0.25,541,1.14,0.02,-0.9998688888888893
0.25,560,1.1,0.0,-0.9998777777777783
0.25,563,1.14,0.02,-0.9998688888888894
0.25,568,1.04,0.0,-0.999884444444445
0.25,581,1.06,0.0,-0.9998822222222228
0.25,602,1.1,0.0,-0.9998777777777782
0.25,610,1.12,0.0,-0.9998755555555562
0.25,612,1.04,0.02,-0.9998800000000005
0.25,629,1.16,0.0,-0.9998711111111117
0.25,634,1.12,0.0,-0.9998755555555562
0.25,659,1.12,0.04,-0.9998666666666671
0.25,669,1.12,0.0,-0.9998755555555562
0.25,721,1.14,0.0,-0.999873333333334
0.25,723,1.08,0.0,-0.9998800000000005
0.25,732,1.12,0.0,-0.9998755555555561
0.25,750,1.06,0.0,-0.9998822222222228
0.25,762,1.14,0.0,-0.9998733333333338
0.25,773,1.1,0.0,-0.9998777777777783
0.25,783,1.12,0.0,-0.9998755555555561
0.25,792,1.14,0.0,-0.9998733333333338
0.25,812,1.12,0.0,-0.9998755555555563
0.25,818,1.08,0.0,-0.9998800000000005
0.25,820,1.12,0.02,-0.9998711111111117
0.25,823,1.14,0.0,-0.9998733333333338
0.25,834,1.12,0.02,-0.9998666666666672
0.25,859,1.04,0.0,-0.9998844444444452
0.25,864,1.06,0.0,-0.9998822222222228
0.25,870,1.08,0.02,-0.9998755555555562
0.25,871,1.08,0.02,-0.9998755555555561
0.25,877,1.14,0.04,-0.999864444444445
0.25,898,1.04,0.0,-0.999884444444445
0.25,901,1.12,0.0,-0.9998755555555562
0.25,905,1.12,0.02,-0.9998711111111116
0.25,913,1.1,0.0,-0.9998777777777782
0.25,915,1.02,0.0,-0.9998866666666673
0.25,919,1.1,0.0,-0.9998777777777783
0.25,920,1.12,0.02,-0.9998711111111116
0.25,928,1.14,0.02,-0.9998688888888894
0.25,929,1.04,0.0,-0.9998844444444451
0.25,930,1.06,0.0,-0.9998822222222228
0.25,953,1.22,0.02,-0.9998600000000004
0.25,962,1.08,0.0,-0.9998800000000005
0.25,969,1.08,0.0,-0.9998800000000005
0.25,975,1.04,0.0,-0.999884444444445
0.25,992,1.04,0.0,-0.9998844444444451
0.25,997,1.1,0.0,-0.9998777777777782
0.25,1032,1.18,0.0,-0.9998688888888894
0.25,1037,1.1,0.02,-0.9998733333333338
0.25,1047,1.06,0.0,-0.9998822222222228
0.25,1049,1.04,0.0,-0.999884444444445
0.25,1073,1.1,0.0,-0.9998777777777785
0.25,1075,1.02,0.0,-0.9998866666666675
0.25,1088,1.14,0.02,-0.9998688888888894
0.25,1091,1.14,0.02,-0.9998688888888894
0.25,1099,1.14,0.02,-0.9998688888888896
0.25,1107,1.1,0.02,-0.9998733333333338
0.25,1121,1.08,0.0,-0.9998800000000004
0.25,1142,1.06,0.0,-0.999882222222223
0.25,1148,1.14,0.02,-0.9998688888888893
0.25,1150,1.06,0.0,-0.9998822222222228
0.25,1163,1.04,0.02,-0.9998800000000004
0.25,1166,1.04,0.0,-0.999884444444445
0.25,1167,1.08,0.0,-0.9998800000000004
0.25,1172,1.16,0.02,-0.9998666666666671
0.25,1175,1.14,0.02,-0.9998688888888896
0.25,1180,1.08,0.02,-0.9998755555555563
0.25,1186,1.06,0.0,-0.9998822222222228
0.25,1190,1.0,0.0,-0.9998888888888895
0.25,1194,1.14,0.0,-0.9998733333333338
0.25,1202,1.06,0.02,-0.9998777777777783
0.25,1203,1.06,0.0,-0.9998822222222228
0.25,1206,1.06,0.02,-0.9998777777777783
0.25,1210,1.08,0.0,-0.9998800000000005
0.25,1213,1.14,0.06,-0.9998600000000006
0.25,1217,1.22,0.04,-0.9998555555555559
0.25,1229,1.02,0.0,-0.9998866666666671
0.25,1242,1.04,0.04,-0.9998711111111116
0.25,1267,1.1,0.0,-0.9998777777777782
0.25,1289,1.1,0.02,-0.9998733333333338
0.25,1290,1.14,0.0,-0.9998733333333338
0.25,1298,1.04,0.0,-0.9998844444444451
0.25,1306,1.12,0.0,-0.9998755555555562
0.25,1309,1.04,0.0,-0.999884444444445
0.25,1323,1.16,0.0,-0.9998711111111116
0.25,1333,1.08,0.0,-0.9998800000000004
0.25,1341,1.2,0.06,-0.9998533333333338
0.25,1344,1.06,0.0,-0.9998822222222228
0.25,1365,1.12,0.0,-0.9998755555555561
0.25,1366,1.08,0.0,-0.9998800000000005
0.25,1376,1.1,0.0,-0.9998777777777783
0.25,1380,1.14,0.0,-0.999873333333334
0.25,1382,1.1,0.0,-0.9998777777777783
0.25,1398,1.08,0.0,-0.9998800000000007
0.25,1409,1.12,0.0,-0.9998755555555562
0.25,1417,1.08,0.02,-0.9998755555555561
0.25,1418,1.02,0.0,-0.9998866666666671
0.25,1424,1.06,0.0,-0.9998822222222228
0.25,1426,1.14,0.02,-0.9998688888888894
0.25,1435,1.16,0.0,-0.9998711111111116
0.25,1443,1.1,0.0,-0.9998777777777782
0.25,1444,1.12,0.0,-0.9998755555555562
0.25,1466,1.12,0.02,-0.9998711111111116
0.25,1470,1.12,0.0,-0.9998755555555561
0.25,1475,1.12,0.0,-0.9998755555555561
0.25,1488,1.1,0.0,-0.9998777777777782
0.25,1498,1.14,0.02,-0.9998688888888894
0.25,1518,1.12,0.0,-0.9998755555555561
0.25,1534,1.2,0.0,-0.9998666666666672
0.25,1544,1.1,0.0,-0.9998777777777783
0.25,1549,1.14,0.0,-0.9998733333333338
0.25,1557,1.02,0.0,-0.9998866666666673
0.25,1567,1.04,0.0,-0.9998844444444452
