,realization,node,resistance,metric,max_level,avg_level
0,0,653,0.2,10000,1,0.2966
1,0,653,0.3,10000,1,0.2966
2,0,653,0.4,10000,1,0.2966
3,0,653,0.5,10000,3,0.8066
4,0,653,0.6,7034,1,0.2966
5,0,653,0.7,7034,1,0.2966
6,0,653,0.8,7034,1,0.2966
7,0,8954,0.2,10000,1,0.2955
8,0,8954,0.3,10000,1,0.2955
9,0,8954,0.4,10000,1,0.2955
10,0,8954,0.5,10000,3,0.7235
11,0,8954,0.6,7045,1,0.2955
12,0,8954,0.7,7045,1,0.2955
13,0,8954,0.8,7045,1,0.2955
14,0,5291,0.2,10000,1,0.302
15,0,5291,0.3,10000,1,0.302
16,0,5291,0.4,10000,1,0.302
17,0,5291,0.5,6983,2,0.5975
18,0,5291,0.6,6980,1,0.302
19,0,5291,0.7,6980,1,0.302
20,0,5291,0.8,6980,1,0.302
21,0,4223,0.2,10000,1,0.2941
22,0,4223,0.3,10000,1,0.2941
23,0,4223,0.4,10000,1,0.2941
24,0,4223,0.5,10000,3,0.5813
25,0,4223,0.6,7059,1,0.2941
26,0,4223,0.7,7059,1,0.2941
27,0,4223,0.8,7059,1,0.2941
28,0,7466,0.2,10000,1,0.3025
29,0,7466,0.3,10000,1,0.3025
30,0,7466,0.4,10000,1,0.3025
31,0,7466,0.5,6979,3,0.8173
32,0,7466,0.6,6975,1,0.3025
33,0,7466,0.7,6975,1,0.3025
34,0,7466,0.8,6975,1,0.3025
35,0,4619,0.2,10000,1,0.3062
36,0,4619,0.3,10000,1,0.3062
37,0,4619,0.4,10000,1,0.3062
38,0,4619,0.5,6938,1,0.3062
39,0,4619,0.6,6938,1,0.3062
40,0,4619,0.7,6938,1,0.3062
41,0,4619,0.8,6938,1,0.3062
42,0,8577,0.2,10000,1,0.312
43,0,8577,0.3,10000,1,0.312
44,0,8577,0.4,10000,1,0.312
45,0,8577,0.5,6880,1,0.312
46,0,8577,0.6,6880,1,0.312
47,0,8577,0.7,6880,1,0.312
48,0,8577,0.8,6880,1,0.312
49,0,2567,0.2,10000,1,0.2898
50,0,2567,0.3,10000,1,0.2898
51,0,2567,0.4,10000,1,0.2898
52,0,2567,0.5,10000,2,0.5101
53,0,2567,0.6,7102,1,0.2898
54,0,2567,0.7,7102,1,0.2898
55,0,2567,0.8,7102,1,0.2898
56,0,5625,0.2,10000,1,0.3008
57,0,5625,0.3,10000,1,0.3008
58,0,5625,0.4,10000,1,0.3008
59,0,5625,0.5,7006,4,1.1067
60,0,5625,0.6,6992,1,0.3008
61,0,5625,0.7,6992,1,0.3008
62,0,5625,0.8,6992,1,0.3008
63,0,3854,0.2,10000,1,0.3003
64,0,3854,0.3,10000,1,0.3003
65,0,3854,0.4,10000,1,0.3003
66,0,3854,0.5,10000,7,2.0336
67,0,3854,0.6,6997,1,0.3003
68,0,3854,0.7,6997,1,0.3003
69,0,3854,0.8,6997,1,0.3003
70,0,4955,0.2,10000,1,0.301
71,0,4955,0.3,10000,1,0.301
72,0,4955,0.4,10000,1,0.301
73,0,4955,0.5,7003,7,2.0606
74,0,4955,0.6,6990,1,0.301
75,0,4955,0.7,6990,1,0.301
76,0,4955,0.8,6990,1,0.301
77,0,7999,0.2,10000,1,0.2956
78,0,7999,0.3,10000,1,0.2956
79,0,7999,0.4,10000,1,0.2956
80,0,7999,0.5,10000,3,0.7219
81,0,7999,0.6,7044,1,0.2956
82,0,7999,0.7,7044,1,0.2956
83,0,7999,0.8,7044,1,0.2956
84,0,1798,0.2,10000,1,0.2995
85,0,1798,0.3,10000,1,0.2995
86,0,1798,0.4,10000,1,0.2995
87,0,1798,0.5,10000,6,1.7397
88,0,1798,0.6,7005,1,0.2995
89,0,1798,0.7,7005,1,0.2995
90,0,1798,0.8,7005,1,0.2995
91,0,4745,0.2,10000,1,0.2984
92,0,4745,0.3,10000,1,0.2984
93,0,4745,0.4,10000,1,0.2984
94,0,4745,0.5,10000,4,1.1226
95,0,4745,0.6,7016,1,0.2984
96,0,4745,0.7,7016,1,0.2984
97,0,4745,0.8,7016,1,0.2984
98,0,5595,0.2,10000,1,0.2985
99,0,5595,0.3,10000,1,0.2985
100,0,5595,0.4,10000,1,0.2985
101,0,5595,0.5,10000,4,1.069
102,0,5595,0.6,7015,1,0.2985
103,0,5595,0.7,7015,1,0.2985
104,0,5595,0.8,7015,1,0.2985
105,0,94,0.2,10000,1,0.3006
106,0,94,0.3,10000,1,0.3006
107,0,94,0.4,10000,1,0.3006
108,0,94,0.5,10000,8,2.1748
109,0,94,0.6,6994,1,0.3006
110,0,94,0.7,6994,1,0.3006
111,0,94,0.8,6994,1,0.3006
112,0,3144,0.2,10000,1,0.2966
113,0,3144,0.3,10000,1,0.2966
114,0,3144,0.4,10000,1,0.2966
115,0,3144,0.5,10000,3,0.8123
116,0,3144,0.6,7034,1,0.2966
117,0,3144,0.7,7034,1,0.2966
118,0,3144,0.8,7034,1,0.2966
119,0,4843,0.2,10000,1,0.2909
120,0,4843,0.3,10000,1,0.2909
121,0,4843,0.4,10000,1,0.2909
122,0,4843,0.5,10000,2,0.5325
123,0,4843,0.6,7091,1,0.2909
124,0,4843,0.7,7091,1,0.2909
125,0,4843,0.8,7091,1,0.2909
126,0,8736,0.2,10000,1,0.2996
127,0,8736,0.3,10000,1,0.2996
128,0,8736,0.4,10000,1,0.2996
129,0,8736,0.5,10000,5,1.2297
130,0,8736,0.6,7004,1,0.2996
131,0,8736,0.7,7004,1,0.2996
132,0,8736,0.8,7004,1,0.2996
133,0,7561,0.2,10000,1,0.3015
134,0,7561,0.3,10000,1,0.3015
135,0,7561,0.4,10000,1,0.3015
136,0,7561,0.5,6995,6,1.6869
137,0,7561,0.6,6985,1,0.3015
138,0,7561,0.7,6985,1,0.3015
139,0,7561,0.8,6985,1,0.3015
140,0,5446,0.2,10000,1,0.2993
141,0,5446,0.3,10000,1,0.2993
142,0,5446,0.4,10000,1,0.2993
143,0,5446,0.5,10000,6,1.4549
144,0,5446,0.6,7007,1,0.2993
145,0,5446,0.7,7007,1,0.2993
146,0,5446,0.8,7007,1,0.2993
147,0,5707,0.2,10000,1,0.3019
148,0,5707,0.3,10000,1,0.3019
149,0,5707,0.4,10000,1,0.3019
150,0,5707,0.5,6996,7,1.9805
151,0,5707,0.6,6981,1,0.3019
152,0,5707,0.7,6981,1,0.3019
153,0,5707,0.8,6981,1,0.3019
154,0,5874,0.2,10000,1,0.2987
155,0,5874,0.3,10000,1,0.2987
156,0,5874,0.4,10000,1,0.2987
157,0,5874,0.5,10000,4,1.1393
158,0,5874,0.6,7013,1,0.2987
159,0,5874,0.7,7013,1,0.2987
160,0,5874,0.8,7013,1,0.2987
161,0,3813,0.2,10000,1,0.3008
162,0,3813,0.3,10000,1,0.3008
163,0,3813,0.4,10000,1,0.3008
164,0,3813,0.5,10000,11,3.1345
165,0,3813,0.6,6992,1,0.3008
166,0,3813,0.7,6992,1,0.3008
167,0,3813,0.8,6992,1,0.3008
168,0,2049,0.2,10000,1,0.3078
169,0,2049,0.3,10000,1,0.3078
170,0,2049,0.4,10000,1,0.3078
171,0,2049,0.5,6922,1,0.3078
172,0,2049,0.6,6922,1,0.3078
173,0,2049,0.7,6922,1,0.3078
174,0,2049,0.8,6922,1,0.3078
175,0,5163,0.2,10000,1,0.2995
176,0,5163,0.3,10000,1,0.2995
177,0,5163,0.4,10000,1,0.2995
178,0,5163,0.5,10000,5,1.4311
179,0,5163,0.6,7005,1,0.2995
180,0,5163,0.7,7005,1,0.2995
181,0,5163,0.8,7005,1,0.2995
182,0,1796,0.2,10000,1,0.2956
183,0,1796,0.3,10000,1,0.2956
184,0,1796,0.4,10000,1,0.2956
185,0,1796,0.5,10000,3,0.7239
186,0,1796,0.6,7044,1,0.2956
187,0,1796,0.7,7044,1,0.2956
188,0,1796,0.8,7044,1,0.2956
189,0,6370,0.2,10000,1,0.2997
190,0,6370,0.3,10000,1,0.2997
191,0,6370,0.4,10000,1,0.2997
192,0,6370,0.5,10000,6,1.488
193,0,6370,0.6,7003,1,0.2997
194,0,6370,0.7,7003,1,0.2997
195,0,6370,0.8,7003,1,0.2997
196,0,7282,0.2,10000,1,0.3067
197,0,7282,0.3,10000,1,0.3067
198,0,7282,0.4,10000,1,0.3067
199,0,7282,0.5,6933,1,0.3067
200,0,7282,0.6,6933,1,0.3067
201,0,7282,0.7,6933,1,0.3067
202,0,7282,0.8,6933,1,0.3067
203,0,3849,0.2,10000,1,0.2966
204,0,3849,0.3,10000,1,0.2966
205,0,3849,0.4,10000,1,0.2966
206,0,3849,0.5,10000,3,0.8266
207,0,3849,0.6,7034,1,0.2966
208,0,3849,0.7,7034,1,0.2966
209,0,3849,0.8,7034,1,0.2966
210,0,5993,0.2,10000,1,0.3025
211,0,5993,0.3,10000,1,0.3025
212,0,5993,0.4,10000,1,0.3025
213,0,5993,0.5,6979,3,0.8149
214,0,5993,0.6,6975,1,0.3025
215,0,5993,0.7,6975,1,0.3025
216,0,5993,0.8,6975,1,0.3025
217,0,1707,0.2,10000,1,0.3004
218,0,1707,0.3,10000,1,0.3004
219,0,1707,0.4,10000,1,0.3004
220,0,1707,0.5,10000,6,1.7148
221,0,1707,0.6,6996,1,0.3004
222,0,1707,0.7,6996,1,0.3004
223,0,1707,0.8,6996,1,0.3004
224,0,8785,0.2,10000,1,0.2985
225,0,8785,0.3,10000,1,0.2985
226,0,8785,0.4,10000,1,0.2985
227,0,8785,0.5,10000,4,1.0583
228,0,8785,0.6,7015,1,0.2985
229,0,8785,0.7,7015,1,0.2985
230,0,8785,0.8,7015,1,0.2985
231,0,313,0.2,10000,1,0.3034
232,0,313,0.3,10000,1,0.3034
233,0,313,0.4,10000,1,0.3034
234,0,313,0.5,6969,2,0.5963
235,0,313,0.6,6966,1,0.3034
236,0,313,0.7,6966,1,0.3034
237,0,313,0.8,6966,1,0.3034
238,0,9415,0.2,10000,1,0.2944
239,0,9415,0.3,10000,1,0.2944
240,0,9415,0.4,10000,1,0.2944
241,0,9415,0.5,10000,3,0.5913
242,0,9415,0.6,7056,1,0.2944
243,0,9415,0.7,7056,1,0.2944
244,0,9415,0.8,7056,1,0.2944
245,0,4639,0.2,10000,1,0.2973
