resistance,metric,max_level,avg_level
0.2,10000.0,1.0,0.20001809999999967
0.3,10000.0,1.0,0.20001809999999967
0.4,10000.0,1.0,0.20001809999999967
0.5,10000.0,1.0,0.20001809999999967
0.6,10000.0,1.0,0.20001809999999967
0.7,7999.819,1.0,0.20001809999999967
0.8,7999.819,1.0,0.20001809999999967
