resistance,metric,max_level,avg_level
0.2,5000.0,1.0,0.1998304000000001
0.3,5000.0,1.0,0.1998304000000001
0.4,5000.0,1.0,0.1998304000000001
0.5,5000.0,1.0,0.1998304000000001
0.6,5000.0,1.0,0.1998304000000001
0.7,4000.848,1.0,0.1998304000000001
0.8,4000.848,1.0,0.1998304000000001
