,realization,node,resistance,metric,max_level,avg_level
0,0,1945,0.2,5000,1,0.1894
1,0,1945,0.3,5000,1,0.1894
2,0,1945,0.4,5000,1,0.1894
3,0,1945,0.5,5000,1,0.1894
4,0,1945,0.6,5000,1,0.1894
5,0,1945,0.7,4053,1,0.1894
6,0,1945,0.8,4053,1,0.1894
7,0,1773,0.2,5000,1,0.2006
8,0,1773,0.3,5000,1,0.2006
9,0,1773,0.4,5000,1,0.2006
10,0,1773,0.5,5000,1,0.2006
11,0,1773,0.6,5000,1,0.2006
12,0,1773,0.7,3997,1,0.2006
13,0,1773,0.8,3997,1,0.2006
14,0,654,0.2,5000,1,0.2038
15,0,654,0.3,5000,1,0.2038
16,0,654,0.4,5000,1,0.2038
17,0,654,0.5,5000,1,0.2038
18,0,654,0.6,5000,1,0.2038
19,0,654,0.7,3981,1,0.2038
20,0,654,0.8,3981,1,0.2038
21,0,1009,0.2,5000,1,0.1978
22,0,1009,0.3,5000,1,0.1978
23,0,1009,0.4,5000,1,0.1978
24,0,1009,0.5,5000,1,0.1978
25,0,1009,0.6,5000,1,0.1978
26,0,1009,0.7,4011,1,0.1978
27,0,1009,0.8,4011,1,0.1978
28,0,4312,0.2,5000,1,0.1924
29,0,4312,0.3,5000,1,0.1924
30,0,4312,0.4,5000,1,0.1924
31,0,4312,0.5,5000,1,0.1924
32,0,4312,0.6,5000,1,0.1924
33,0,4312,0.7,4038,1,0.1924
34,0,4312,0.8,4038,1,0.1924
35,0,3308,0.2,5000,1,0.1966
36,0,3308,0.3,5000,1,0.1966
37,0,3308,0.4,5000,1,0.1966
38,0,3308,0.5,5000,1,0.1966
39,0,3308,0.6,5000,1,0.1966
40,0,3308,0.7,4017,1,0.1966
41,0,3308,0.8,4017,1,0.1966
42,0,138,0.2,5000,1,0.197
43,0,138,0.3,5000,1,0.197
44,0,138,0.4,5000,1,0.197
45,0,138,0.5,5000,1,0.197
46,0,138,0.6,5000,1,0.197
47,0,138,0.7,4015,1,0.197
48,0,138,0.8,4015,1,0.197
49,0,2050,0.2,5000,1,0.1872
50,0,2050,0.3,5000,1,0.1872
51,0,2050,0.4,5000,1,0.1872
52,0,2050,0.5,5000,1,0.1872
53,0,2050,0.6,5000,1,0.1872
