resistance,metric,max_level,avg_level
0.2,1000.0,1.0,0.39983759999999924
0.3,1000.0,1.006,0.39984659999999916
0.4,639.2288,1.7906,0.635028599999998
0.5,600.1624,1.0,0.39983759999999924
0.6,600.1624,1.0,0.39983759999999924
0.7,600.1624,1.0,0.39983759999999924
0.8,600.1624,1.0,0.39983759999999924
