,realization,node,resistance,metric,max_level,avg_level
0,0,3591,0.325,10000,1,0.294
1,0,3591,0.375,10000,1,0.294
2,0,3591,0.425,10000,1,0.294
3,0,3591,0.475,10000,1,0.294
4,0,3591,0.525,7060,1,0.294
5,0,3591,0.575,7060,1,0.294
6,0,3591,0.625,7060,1,0.294
7,0,3591,0.675,7060,1,0.294
8,0,5381,0.325,10000,1,0.3091
9,0,5381,0.375,10000,1,0.3091
10,0,5381,0.425,10000,1,0.3091
11,0,5381,0.475,10000,2,0.3127
12,0,5381,0.525,6909,1,0.3091
13,0,5381,0.575,6909,1,0.3091
14,0,5381,0.625,6909,1,0.3091
15,0,5381,0.675,6909,1,0.3091
16,0,6193,0.325,10000,1,0.2953
17,0,6193,0.375,10000,1,0.2953
18,0,6193,0.425,10000,1,0.2953
19,0,6193,0.475,10000,1,0.2953
20,0,6193,0.525,7047,1,0.2953
21,0,6193,0.575,7047,1,0.2953
22,0,6193,0.625,7047,1,0.2953
23,0,6193,0.675,7047,1,0.2953
24,0,3271,0.325,10000,1,0.2957
25,0,3271,0.375,10000,1,0.2957
26,0,3271,0.425,10000,1,0.2957
27,0,3271,0.475,10000,1,0.2957
28,0,3271,0.525,7043,1,0.2957
29,0,3271,0.575,7043,1,0.2957
30,0,3271,0.625,7043,1,0.2957
31,0,3271,0.675,7043,1,0.2957
32,0,728,0.325,10000,1,0.2954
33,0,728,0.375,10000,1,0.2954
34,0,728,0.425,10000,1,0.2954
35,0,728,0.475,10000,1,0.2954
36,0,728,0.525,7046,1,0.2954
37,0,728,0.575,7046,1,0.2954
38,0,728,0.625,7046,1,0.2954
39,0,728,0.675,7046,1,0.2954
40,0,4767,0.325,10000,1,0.3009
41,0,4767,0.375,10000,1,0.3009
42,0,4767,0.425,10000,1,0.3009
43,0,4767,0.475,10000,1,0.3009
44,0,4767,0.525,6991,1,0.3009
45,0,4767,0.575,6991,1,0.3009
46,0,4767,0.625,6991,1,0.3009
47,0,4767,0.675,6991,1,0.3009
48,0,51,0.325,10000,1,0.2973
49,0,51,0.375,10000,1,0.2973
50,0,51,0.425,10000,1,0.2973
51,0,51,0.475,10000,1,0.2973
52,0,51,0.525,7027,1,0.2973
53,0,51,0.575,7027,1,0.2973
54,0,51,0.625,7027,1,0.2973
55,0,51,0.675,7027,1,0.2973
56,0,3911,0.325,10000,1,0.2992
57,0,3911,0.375,10000,1,0.2992
58,0,3911,0.425,10000,1,0.2992
59,0,3911,0.475,10000,1,0.2992
