resistance,metric,max_level,avg_level
0.325,10000.0,1.0,0.1999839599999997
0.375,10000.0,1.0,0.1999839599999997
0.425,10000.0,1.0,0.1999839599999997
0.475,10000.0,1.0,0.1999839599999997
0.525,10000.0,1.0,0.1999839599999997
0.575,10000.0,1.0,0.1999839599999997
0.625,10000.0,1.2282,0.2002104599999994
0.675,8000.1604,1.0,0.1999839599999997
