resistance,metric,max_level,avg_level
0.25,1000.0,1.0,0.29980859999999976
0.35,1000.0,1.0,0.29980859999999976
0.45,1000.0,1.3414,0.3017348000000001
0.55,700.2122,1.0162,0.3030833999999999
0.65,700.1914,1.0,0.29980859999999976
0.75,700.1914,1.0,0.29980859999999976
