resistance,node,metric,max_level,avg_level
0.25,102,10000.0,1.0,0.19955599999999996
0.25,104,10000.0,1.0,0.19933800000000002
0.25,131,10000.0,1.0,0.199416
0.25,166,10000.0,1.0,0.19967200000000002
0.25,430,10000.0,1.0,0.1997320000000001
0.25,497,10000.0,1.0,0.20018800000000003
0.25,716,10000.0,1.0,0.19976799999999997
0.25,742,10000.0,1.0,0.19921200000000003
0.25,776,10000.0,1.0,0.2002059999999999
0.25,854,10000.0,1.0,0.199904
0.25,917,10000.0,1.0,0.2002799999999999
0.25,922,10000.0,1.0,0.19993
0.25,1269,10000.0,1.0,0.19877399999999995
0.25,1527,10000.0,1.0,0.199002
0.25,1604,10000.0,1.0,0.20075800000000002
0.25,1949,10000.0,1.0,0.19973800000000005
0.25,2206,10000.0,1.0,0.19971799999999998
0.25,2211,10000.0,1.0,0.19975799999999996
0.25,2212,10000.0,1.0,0.199984
0.25,2592,10000.0,1.0,0.19995000000000004
0.25,2675,10000.0,1.0,0.1998940000000001
0.25,2991,10000.0,1.0,0.20035999999999995
0.25,3048,10000.0,1.0,0.19974400000000006
0.25,3061,10000.0,1.0,0.19995000000000007
0.25,3069,10000.0,1.0,0.20066599999999998
0.25,3183,10000.0,1.0,0.1987680000000001
0.25,3270,10000.0,1.0,0.19954999999999998
0.25,3301,10000.0,1.0,0.199818
0.25,3316,10000.0,1.0,0.199678
0.25,3590,10000.0,1.0,0.19936399999999996
0.25,3605,10000.0,1.0,0.19918
0.25,3637,10000.0,1.0,0.19892799999999994
0.25,3745,10000.0,1.0,0.19935399999999995
0.25,3913,10000.0,1.0,0.19921399999999992
0.25,4008,10000.0,1.0,0.200712
0.25,4111,10000.0,1.0,0.19958200000000004
0.25,4388,10000.0,1.0,0.20058
0.25,4491,10000.0,1.0,0.19933199999999998
0.25,4571,10000.0,1.0,0.20021199999999995
0.25,4606,10000.0,1.0,0.19940999999999998
0.25,4661,10000.0,1.0,0.2003220000000001
0.25,4672,10000.0,1.0,0.19987
0.25,4949,10000.0,1.0,0.19869000000000006
0.25,4975,10000.0,1.0,0.200396
0.25,4987,10000.0,1.0,0.20009600000000005
0.25,5044,10000.0,1.0,0.199358
0.25,5176,10000.0,1.0,0.20028600000000002
0.25,5191,10000.0,1.0,0.19918200000000005
0.25,5239,10000.0,1.0,0.19926200000000002
0.25,5388,10000.0,1.0,0.19995400000000005
0.25,5436,10000.0,1.0,0.20011600000000004
0.25,5495,10000.0,1.0,0.20029600000000003
0.25,5556,10000.0,1.0,0.200472
0.25,5624,10000.0,1.0,0.200642
0.25,5679,10000.0,1.0,0.199876
0.25,5865,10000.0,1.0,0.19980799999999996
0.25,5943,10000.0,1.0,0.200062
0.25,6061,10000.0,1.0,0.19861399999999999
0.25,6076,10000.0,1.0,0.19958199999999995
0.25,6374,10000.0,1.0,0.1999960000000001
0.25,6488,10000.0,1.0,0.19953800000000005
0.25,6530,10000.0,1.0,0.19859399999999994
0.25,6568,10000.0,1.0,0.19991
0.25,6595,10000.0,1.0,0.19997800000000002
0.25,6796,10000.0,1.0,0.19917400000000005
0.25,6977,10000.0,1.0,0.19916199999999995
0.25,7022,10000.0,1.0,0.200614
0.25,7058,10000.0,1.0,0.200418
0.25,7125,10000.0,1.0,0.19982400000000003
0.25,7222,10000.0,1.0,0.201098
0.25,7273,10000.0,1.0,0.20063000000000003
0.25,7311,10000.0,1.0,0.19924
0.25,7321,10000.0,1.0,0.19970200000000005
0.25,7327,10000.0,1.0,0.19965600000000003
0.25,7474,10000.0,1.0,0.20044199999999993
0.25,7526,10000.0,1.0,0.19920599999999994
0.25,7721,10000.0,1.0,0.19996599999999998
0.25,7751,10000.0,1.0,0.19991599999999998
0.25,7837,10000.0,1.0,0.20123800000000003
0.25,8027,10000.0,1.0,0.20061199999999993
0.25,8249,10000.0,1.0,0.19949600000000003
0.25,8518,10000.0,1.0,0.20032799999999995
0.25,8536,10000.0,1.0,0.20051200000000002
0.25,8638,10000.0,1.0,0.20010600000000012
0.25,8746,10000.0,1.0,0.19951600000000005
0.25,8756,10000.0,1.0,0.200048
0.25,8779,10000.0,1.0,0.19994800000000001
0.25,8983,10000.0,1.0,0.20008800000000013
0.25,9061,10000.0,1.0,0.20020399999999994
0.25,9145,10000.0,1.0,0.200324
0.25,9201,10000.0,1.0,0.20017400000000005
0.25,9264,10000.0,1.0,0.19912999999999997
0.25,9300,10000.0,1.0,0.19949800000000004
0.25,9338,10000.0,1.0,0.20008800000000002
0.25,9612,10000.0,1.0,0.20004599999999997
0.25,9664,10000.0,1.0,0.199586
0.25,9691,10000.0,1.0,0.19994399999999993
0.25,9870,10000.0,1.0,0.19995400000000005
0.25,9925,10000.0,1.0,0.20025799999999996
0.25,9971,10000.0,1.0,0.20079799999999998
0.35,102,10000.0,1.0,0.19955599999999996
0.35,104,10000.0,1.0,0.19933800000000002
0.35,131,10000.0,1.0,0.199416
0.35,166,10000.0,1.0,0.19967200000000002
0.35,430,10000.0,1.0,0.1997320000000001
0.35,497,10000.0,1.0,0.20018800000000003
0.35,716,10000.0,1.0,0.19976799999999997
0.35,742,10000.0,1.0,0.19921200000000003
0.35,776,10000.0,1.0,0.2002059999999999
0.35,854,10000.0,1.0,0.199904
0.35,917,10000.0,1.0,0.2002799999999999
0.35,922,10000.0,1.0,0.19993
0.35,1269,10000.0,1.0,0.19877399999999995
0.35,1527,10000.0,1.0,0.199002
0.35,1604,10000.0,1.0,0.20075800000000002
0.35,1949,10000.0,1.0,0.19973800000000005
0.35,2206,10000.0,1.0,0.19971799999999998
0.35,2211,10000.0,1.0,0.19975799999999996
0.35,2212,10000.0,1.0,0.199984
0.35,2592,10000.0,1.0,0.19995000000000004
0.35,2675,10000.0,1.0,0.1998940000000001
0.35,2991,10000.0,1.0,0.20035999999999995
0.35,3048,10000.0,1.0,0.19974400000000006
0.35,3061,10000.0,1.0,0.19995000000000007
0.35,3069,10000.0,1.0,0.20066599999999998
0.35,3183,10000.0,1.0,0.1987680000000001
0.35,3270,10000.0,1.0,0.19954999999999998
0.35,3301,10000.0,1.0,0.199818
0.35,3316,10000.0,1.0,0.199678
0.35,3590,10000.0,1.0,0.19936399999999996
0.35,3605,10000.0,1.0,0.19918
0.35,3637,10000.0,1.0,0.19892799999999994
0.35,3745,10000.0,1.0,0.19935399999999995
0.35,3913,10000.0,1.0,0.19921399999999992
0.35,4008,10000.0,1.0,0.200712
0.35,4111,10000.0,1.0,0.19958200000000004
0.35,4388,10000.0,1.0,0.20058
0.35,4491,10000.0,1.0,0.19933199999999998
0.35,4571,10000.0,1.0,0.20021199999999995
0.35,4606,10000.0,1.0,0.19940999999999998
0.35,4661,10000.0,1.0,0.2003220000000001
0.35,4672,10000.0,1.0,0.19987
0.35,4949,10000.0,1.0,0.19869000000000006
0.35,4975,10000.0,1.0,0.200396
0.35,4987,10000.0,1.0,0.20009600000000005
0.35,5044,10000.0,1.0,0.199358
0.35,5176,10000.0,1.0,0.20028600000000002
0.35,5191,10000.0,1.0,0.19918200000000005
0.35,5239,10000.0,1.0,0.19926200000000002
0.35,5388,10000.0,1.0,0.19995400000000005
0.35,5436,10000.0,1.0,0.20011600000000004
0.35,5495,10000.0,1.0,0.20029600000000003
0.35,5556,10000.0,1.0,0.200472
0.35,5624,10000.0,1.0,0.200642
0.35,5679,10000.0,1.0,0.199876
0.35,5865,10000.0,1.0,0.19980799999999996
0.35,5943,10000.0,1.0,0.200062
0.35,6061,10000.0,1.0,0.19861399999999999
0.35,6076,10000.0,1.0,0.19958199999999995
0.35,6374,10000.0,1.0,0.1999960000000001
0.35,6488,10000.0,1.0,0.19953800000000005
0.35,6530,10000.0,1.0,0.19859399999999994
0.35,6568,10000.0,1.0,0.19991
0.35,6595,10000.0,1.0,0.19997800000000002
0.35,6796,10000.0,1.0,0.19917400000000005
0.35,6977,10000.0,1.0,0.19916199999999995
0.35,7022,10000.0,1.0,0.200614
0.35,7058,10000.0,1.0,0.200418
0.35,7125,10000.0,1.0,0.19982400000000003
0.35,7222,10000.0,1.0,0.201098
0.35,7273,10000.0,1.0,0.20063000000000003
0.35,7311,10000.0,1.0,0.19924
0.35,7321,10000.0,1.0,0.19970200000000005
0.35,7327,10000.0,1.0,0.19965600000000003
0.35,7474,10000.0,1.0,0.20044199999999993
0.35,7526,10000.0,1.0,0.19920599999999994
0.35,7721,10000.0,1.0,0.19996599999999998
0.35,7751,10000.0,1.0,0.19991599999999998
0.35,7837,10000.0,1.0,0.20123800000000003
0.35,8027,10000.0,1.0,0.20061199999999993
0.35,8249,10000.0,1.0,0.19949600000000003
0.35,8518,10000.0,1.0,0.20032799999999995
0.35,8536,10000.0,1.0,0.20051200000000002
0.35,8638,10000.0,1.0,0.20010600000000012
0.35,8746,10000.0,1.0,0.19951600000000005
0.35,8756,10000.0,1.0,0.200048
0.35,8779,10000.0,1.0,0.19994800000000001
0.35,8983,10000.0,1.0,0.20008800000000013
0.35,9061,10000.0,1.0,0.20020399999999994
0.35,9145,10000.0,1.0,0.200324
0.35,9201,10000.0,1.0,0.20017400000000005
0.35,9264,10000.0,1.0,0.19912999999999997
0.35,9300,10000.0,1.0,0.19949800000000004
0.35,9338,10000.0,1.0,0.20008800000000002
0.35,9612,10000.0,1.0,0.20004599999999997
0.35,9664,10000.0,1.0,0.199586
0.35,9691,10000.0,1.0,0.19994399999999993
0.35,9870,10000.0,1.0,0.19995400000000005
0.35,9925,10000.0,1.0,0.20025799999999996
0.35,9971,10000.0,1.0,0.20079799999999998
0.45,102,10000.0,1.0,0.19955599999999996
0.45,104,10000.0,1.0,0.19933800000000002
0.45,131,10000.0,1.0,0.199416
0.45,166,10000.0,1.0,0.19967200000000002
0.45,430,10000.0,1.0,0.1997320000000001
0.45,497,10000.0,1.0,0.20018800000000003
0.45,716,10000.0,1.0,0.19976799999999997
0.45,742,10000.0,1.0,0.19921200000000003
0.45,776,10000.0,1.0,0.2002059999999999
0.45,854,10000.0,1.0,0.199904
0.45,917,10000.0,1.0,0.2002799999999999
0.45,922,10000.0,1.0,0.19993
0.45,1269,10000.0,1.0,0.19877399999999995
0.45,1527,10000.0,1.0,0.199002
0.45,1604,10000.0,1.0,0.20075800000000002
0.45,1949,10000.0,1.0,0.19973800000000005
0.45,2206,10000.0,1.0,0.19971799999999998
0.45,2211,10000.0,1.0,0.19975799999999996
0.45,2212,10000.0,1.0,0.199984
0.45,2592,10000.0,1.0,0.19995000000000004
0.45,2675,10000.0,1.0,0.1998940000000001
0.45,2991,10000.0,1.0,0.20035999999999995
0.45,3048,10000.0,1.0,0.19974400000000006
0.45,3061,10000.0,1.0,0.19995000000000007
0.45,3069,10000.0,1.0,0.20066599999999998
0.45,3183,10000.0,1.0,0.1987680000000001
0.45,3270,10000.0,1.0,0.19954999999999998
0.45,3301,10000.0,1.0,0.199818
0.45,3316,10000.0,1.0,0.199678
0.45,3590,10000.0,1.0,0.19936399999999996
0.45,3605,10000.0,1.0,0.19918
0.45,3637,10000.0,1.0,0.19892799999999994
0.45,3745,10000.0,1.0,0.19935399999999995
0.45,3913,10000.0,1.0,0.19921399999999992
0.45,4008,10000.0,1.0,0.200712
0.45,4111,10000.0,1.0,0.19958200000000004
0.45,4388,10000.0,1.0,0.20058
0.45,4491,10000.0,1.0,0.19933199999999998
0.45,4571,10000.0,1.0,0.20021199999999995
0.45,4606,10000.0,1.0,0.19940999999999998
0.45,4661,10000.0,1.0,0.2003220000000001
0.45,4672,10000.0,1.0,0.19987
0.45,4949,10000.0,1.0,0.19869000000000006
0.45,4975,10000.0,1.0,0.200396
0.45,4987,10000.0,1.0,0.20009600000000005
0.45,5044,10000.0,1.0,0.199358
0.45,5176,10000.0,1.0,0.20028600000000002
0.45,5191,10000.0,1.0,0.19918200000000005
0.45,5239,10000.0,1.0,0.19926200000000002
0.45,5388,10000.0,1.0,0.19995400000000005
0.45,5436,10000.0,1.0,0.20011600000000004
0.45,5495,10000.0,1.0,0.20029600000000003
0.45,5556,10000.0,1.0,0.200472
0.45,5624,10000.0,1.0,0.200642
0.45,5679,10000.0,1.0,0.199876
0.45,5865,10000.0,1.0,0.19980799999999996
0.45,5943,10000.0,1.0,0.200062
0.45,6061,10000.0,1.0,0.19861399999999999
0.45,6076,10000.0,1.0,0.19958199999999995
0.45,6374,10000.0,1.0,0.1999960000000001
0.45,6488,10000.0,1.0,0.19953800000000005
0.45,6530,10000.0,1.0,0.19859399999999994
0.45,6568,10000.0,1.0,0.19991
0.45,6595,10000.0,1.0,0.19997800000000002
0.45,6796,10000.0,1.0,0.19917400000000005
0.45,6977,10000.0,1.0,0.19916199999999995
0.45,7022,10000.0,1.0,0.200614
0.45,7058,10000.0,1.0,0.200418
0.45,7125,10000.0,1.0,0.19982400000000003
0.45,7222,10000.0,1.0,0.201098
0.45,7273,10000.0,1.0,0.20063000000000003
0.45,7311,10000.0,1.0,0.19924
0.45,7321,10000.0,1.0,0.19970200000000005
0.45,7327,10000.0,1.0,0.19965600000000003
0.45,7474,10000.0,1.0,0.20044199999999993
0.45,7526,10000.0,1.0,0.19920599999999994
0.45,7721,10000.0,1.0,0.19996599999999998
0.45,7751,10000.0,1.0,0.19991599999999998
0.45,7837,10000.0,1.0,0.20123800000000003
0.45,8027,10000.0,1.0,0.20061199999999993
0.45,8249,10000.0,1.0,0.19949600000000003
0.45,8518,10000.0,1.0,0.20032799999999995
